survived,sex,fare,sibsp,embarked,sex,embarked,class,who,adult_male,deck,embark_town,alive,alone
1.0,1.0,0.02821271947802312,0.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,True
1.0,1.0,0.050748620223090936,0.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,False
0.0,0.0,0.015126992566498262,0.0,2.0,0.0,2.0,Third,man,True,0.0,Queenstown,no,True
1.0,0.0,0.06126431989431795,0.0,0.0,0.0,0.0,Third,child,False,0.0,Southampton,yes,False
0.0,0.0,0.02821271947802312,1.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
0.0,1.0,0.015126992566498262,0.0,2.0,1.0,2.0,Third,woman,False,0.0,Queenstown,no,True
0.0,0.0,0.020494635090094415,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
0.0,0.0,0.07746484096553544,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,False
1.0,0.0,0.015175789316712767,1.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,yes,False
1.0,1.0,0.02821271947802312,0.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,False
1.0,1.0,0.02821271947802312,0.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,True
0.0,0.0,0.060507970265993034,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,yes,True
1.0,1.0,0.038061465167318204,0.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,False
0.0,0.0,0.057970539254838485,0.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,no,False
1.0,1.0,0.015126992566498262,0.0,2.0,1.0,2.0,Third,woman,False,0.0,Queenstown,yes,True
1.0,1.0,0.02821271947802312,1.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,False
0.0,1.0,0.015126992566498262,0.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,no,True
0.0,0.0,0.0,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
0.0,0.0,0.05684821399990475,0.0,2.0,0.0,2.0,Third,child,False,0.0,Queenstown,no,False
1.0,1.0,0.03952536767375352,1.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,yes,False
0.0,0.0,0.015126992566498262,0.0,2.0,0.0,2.0,Third,man,True,0.0,Queenstown,no,True
0.0,0.0,0.015330377421392337,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.018542765081514,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,0.0,0.01571255356907239,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,yes,True
0.0,0.0,0.050748620223090936,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
0.0,0.0,0.016908073949327897,0.0,1.0,0.0,1.0,Third,man,True,0.0,Cherbourg,no,True
1.0,0.0,0.018542765081514,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,yes,True
0.0,0.0,0.015411575213749288,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,0.0,0.025374310111545468,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,yes,True
1.0,1.0,0.015126992566498262,0.0,2.0,1.0,2.0,Third,woman,False,0.0,Queenstown,yes,True
1.0,1.0,0.02821271947802312,0.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,True
1.0,1.0,0.02821271947802312,1.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,False
0.0,0.0,0.025130326360472917,0.0,1.0,0.0,1.0,Second,man,True,0.0,Cherbourg,no,True
0.0,1.0,0.017274049575936725,0.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,no,True
0.0,0.0,0.015411575213749288,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.05410739813385612,0.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,no,True
0.0,0.0,0.014110458666029578,0.0,1.0,0.0,1.0,Third,man,True,0.0,Cherbourg,no,True
0.0,1.0,0.02821271947802312,1.0,0.0,1.0,0.0,First,child,False,0.0,Southampton,no,False
1.0,0.0,0.05953203526170282,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,yes,True
1.0,1.0,0.02821271947802312,0.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,False
1.0,1.0,0.015126992566498262,0.0,2.0,1.0,2.0,Third,woman,False,0.0,Queenstown,yes,True
1.0,0.0,0.04538097769949478,2.0,2.0,0.0,2.0,Third,man,True,0.0,Queenstown,yes,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.0241055946059682,0.0,2.0,1.0,2.0,Second,woman,False,0.0,Queenstown,yes,True
0.0,0.0,0.01571255356907239,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,0.0,0.02821271947802312,1.0,0.0,0.0,0.0,First,child,False,0.0,Southampton,yes,False
1.0,1.0,0.02821271947802312,0.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,True
1.0,1.0,0.02821271947802312,1.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,False
0.0,0.0,0.0468448802059301,1.0,1.0,0.0,1.0,Second,man,True,0.0,Cherbourg,no,False
1.0,1.0,0.02821271947802312,0.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,True
1.0,1.0,0.02821271947802312,0.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,True
1.0,1.0,0.02821271947802312,2.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,False
0.0,1.0,0.050748620223090936,1.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,no,False
0.0,0.0,0.015411575213749288,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.051236587725236045,1.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,False
1.0,1.0,0.015330377421392337,0.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,yes,True
1.0,1.0,0.050748620223090936,1.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,False
0.0,0.0,0.02732618012012589,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
1.0,1.0,0.02821271947802312,0.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,False
1.0,1.0,0.02821271947802312,1.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,False
0.0,0.0,0.014151057562208046,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.015411575213749288,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.0241055946059682,0.0,2.0,1.0,2.0,Second,woman,False,0.0,Queenstown,yes,True
1.0,1.0,0.056604230248832196,1.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,False
0.0,0.0,0.02821271947802312,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,False
1.0,1.0,0.02821271947802312,0.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,True
0.0,0.0,0.012174789178520374,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.025374310111545468,0.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,True
1.0,1.0,0.04006213192611313,1.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,yes,False
1.0,1.0,0.02821271947802312,0.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,False
1.0,1.0,0.04538097769949478,2.0,2.0,1.0,2.0,Third,woman,False,0.0,Queenstown,yes,False
0.0,0.0,0.05562829524454199,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
0.0,0.0,0.02821271947802312,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,False
0.0,0.0,0.03513366015444757,2.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,False
1.0,1.0,0.02821271947802312,1.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,False
0.0,0.0,0.015411575213749288,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.02821271947802312,1.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,False
1.0,1.0,0.02821271947802312,0.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,True
1.0,0.0,0.01571255356907239,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,yes,True
0.0,0.0,0.06929138530460494,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
1.0,0.0,0.050748620223090936,1.0,0.0,0.0,0.0,Second,child,False,0.0,Southampton,yes,False
1.0,1.0,0.02821271947802312,0.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,False
0.0,0.0,0.025374310111545468,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
0.0,0.0,0.025374310111545468,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
0.0,0.0,0.025374310111545468,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
1.0,1.0,0.025374310111545468,0.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,True
1.0,1.0,0.025374310111545468,0.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,True
1.0,1.0,0.031425107138144774,1.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,yes,False
1.0,0.0,0.031034733136428686,1.0,0.0,0.0,0.0,Third,child,False,0.0,Southampton,yes,False
0.0,0.0,0.016908073949327897,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.018006000829154382,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.06831545030031472,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
0.0,0.0,0.014110458666029578,1.0,1.0,0.0,1.0,Third,child,False,0.0,Cherbourg,no,False
0.0,0.0,0.03474328615273149,1.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,False
0.0,0.0,0.014102260811993545,0.0,1.0,0.0,1.0,Third,man,True,0.0,Cherbourg,no,True
0.0,0.0,0.018542765081514,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.02821271947802312,0.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,False
0.0,1.0,0.025374310111545468,0.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,no,True
1.0,1.0,0.015379174171606854,0.0,2.0,1.0,2.0,Third,woman,False,0.0,Queenstown,yes,True
1.0,1.0,0.015379174171606854,0.0,2.0,1.0,2.0,Third,woman,False,0.0,Queenstown,yes,True
0.0,0.0,0.05445717323939374,1.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,False
0.0,0.0,0.05410739813385612,1.0,1.0,0.0,1.0,Second,man,True,0.0,Cherbourg,no,False
0.0,1.0,0.02821271947802312,0.0,1.0,1.0,1.0,Third,woman,False,0.0,Cherbourg,no,False
0.0,0.0,0.013760683560491963,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.030253985132996517,1.0,2.0,0.0,2.0,Third,man,True,0.0,Queenstown,no,False
0.0,0.0,0.014151057562208046,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.02821271947802312,1.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,False
1.0,1.0,0.014110458666029578,0.0,1.0,1.0,1.0,Third,woman,False,0.0,Cherbourg,yes,True
1.0,1.0,0.015126992566498262,0.0,2.0,1.0,2.0,Third,woman,False,0.0,Queenstown,yes,True
1.0,1.0,0.02821271947802312,0.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,True
1.0,0.0,0.02821271947802312,1.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,yes,False
0.0,0.0,0.012678957201736696,1.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,False
0.0,0.0,0.01571255356907239,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.02821271947802312,0.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,no,True
0.0,1.0,0.04113566043083237,0.0,0.0,1.0,0.0,Third,child,False,0.0,Southampton,no,False
1.0,1.0,0.02821271947802312,1.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,False
1.0,1.0,0.014151057562208046,0.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,yes,True
0.0,0.0,0.02821271947802312,0.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,no,False
0.0,0.0,0.007831878409428937,0.0,1.0,0.0,1.0,Third,man,True,0.0,Cherbourg,no,True
0.0,0.0,0.015175789316712767,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.02821271947802312,0.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,True
1.0,1.0,0.03072575211407041,0.0,1.0,1.0,1.0,Third,child,False,0.0,Cherbourg,yes,False
0.0,0.0,0.015468569817999838,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.02821271947802312,1.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,False
0.0,0.0,0.015411575213749288,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.02821271947802312,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
0.0,0.0,0.09154270340242172,0.0,0.0,0.0,0.0,Third,child,False,0.0,Southampton,no,False
1.0,1.0,0.025374310111545468,0.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,True
0.0,0.0,0.015086393670319784,0.0,2.0,0.0,2.0,Third,man,True,0.0,Queenstown,no,True
1.0,1.0,0.02342244010296505,0.0,1.0,1.0,1.0,Second,woman,False,0.0,Cherbourg,yes,True
1.0,0.0,0.02821271947802312,1.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,yes,False
1.0,0.0,0.015216388212891245,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,yes,True
0.0,0.0,0.015468569817999838,2.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,False
1.0,1.0,0.02821271947802312,1.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,False
1.0,1.0,0.03259622914329302,0.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,yes,False
0.0,0.0,0.015216388212891245,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,1.0,0.015330377421392337,0.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,no,True
0.0,0.0,0.050748620223090936,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
0.0,0.0,0.020494635090094415,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
1.0,1.0,0.024691155608542317,0.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,True
1.0,0.0,0.015468569817999838,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,yes,True
0.0,0.0,0.01571255356907239,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,1.0,0.019177122834302635,1.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,no,False
0.0,0.0,0.03093713963599967,1.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,False
0.0,1.0,0.016908073949327897,0.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,no,True
0.0,0.0,0.04098927018018883,1.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,False
0.0,0.0,0.015126992566498262,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,0.0,0.03659756266088289,1.0,0.0,0.0,0.0,Second,child,False,0.0,Southampton,yes,False
0.0,0.0,0.015175789316712767,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,1.0,0.049707687947515,0.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,no,False
0.0,0.0,0.015411575213749288,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.013386510079847098,0.0,2.0,0.0,2.0,Third,man,True,0.0,Queenstown,no,True
1.0,1.0,0.02821271947802312,1.0,2.0,1.0,2.0,First,woman,False,0.0,Queenstown,yes,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
1.0,0.0,0.015468569817999838,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,yes,True
0.0,1.0,0.01571255356907239,0.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,no,True
1.0,1.0,0.06343577527886367,1.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,False
1.0,1.0,0.025374310111545468,0.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,False
0.0,0.0,0.025374310111545468,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
0.0,1.0,0.04713766070721716,0.0,0.0,1.0,0.0,Third,child,False,0.0,Southampton,no,False
0.0,0.0,0.015411575213749288,0.0,1.0,0.0,1.0,Third,man,True,0.0,Cherbourg,no,True
0.0,0.0,0.015094396337354966,0.0,2.0,0.0,2.0,Third,man,True,0.0,Queenstown,no,True
0.0,0.0,0.015370976317570815,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,1.0,0.028106928123558056,1.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,no,False
0.0,0.0,0.03945217254843175,1.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,False
0.0,0.0,0.014151057562208046,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.050748620223090936,1.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,False
1.0,1.0,0.050748620223090936,0.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,True
0.0,0.0,0.015126992566498262,0.0,2.0,0.0,2.0,Third,man,True,0.0,Queenstown,no,True
1.0,0.0,0.01571255356907239,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,yes,True
1.0,0.0,0.05182214872781017,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,yes,True
1.0,1.0,0.031425107138144774,1.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,yes,False
1.0,1.0,0.050748620223090936,1.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,False
0.0,0.0,0.013907073811135498,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.02821271947802312,1.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,False
1.0,1.0,0.02821271947802312,1.0,0.0,1.0,0.0,First,child,False,0.0,Southampton,yes,False
0.0,1.0,0.06709553154495196,2.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,no,False
1.0,1.0,0.03659756266088289,2.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,False
0.0,0.0,0.02821271947802312,1.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,False
0.0,0.0,0.020494635090094415,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
1.0,1.0,0.051236587725236045,1.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,False
0.0,0.0,0.018542765081514,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.015175789316712767,1.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,False
1.0,1.0,0.025374310111545468,0.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,True
1.0,0.0,0.015834545444608664,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,yes,True
1.0,0.0,0.02821271947802312,0.0,0.0,0.0,0.0,First,child,False,0.0,Southampton,yes,False
1.0,1.0,0.038061465167318204,0.0,0.0,1.0,0.0,Second,child,False,0.0,Southampton,yes,False
1.0,0.0,0.05182214872781017,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,yes,True
1.0,1.0,0.03758969818624431,2.0,1.0,1.0,1.0,Third,child,False,0.0,Cherbourg,yes,False
1.0,0.0,0.05953203526170282,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,yes,True
0.0,0.0,0.054164392738106665,1.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,False
0.0,0.0,0.03897240290032268,1.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,False
0.0,0.0,0.054164392738106665,0.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,no,True
1.0,0.0,0.02821271947802312,1.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,yes,False
0.0,0.0,0.01571255356907239,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,0.0,0.015411575213749288,0.0,1.0,0.0,1.0,Third,man,True,0.0,Cherbourg,yes,True
0.0,0.0,0.05182214872781017,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
1.0,1.0,0.02821271947802312,1.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,False
1.0,1.0,0.020494635090094415,0.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,True
0.0,0.0,0.015126992566498262,0.0,2.0,0.0,2.0,Third,man,True,0.0,Queenstown,no,True
1.0,0.0,0.05182214872781017,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,yes,True
0.0,0.0,0.01571255356907239,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.07514699533034619,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
0.0,0.0,0.025374310111545468,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
0.0,0.0,0.01571255356907239,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.013760683560491963,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.0,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
0.0,0.0,0.05182214872781017,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
0.0,0.0,0.015078195816283755,0.0,2.0,0.0,2.0,Third,man,True,0.0,Queenstown,no,True
1.0,1.0,0.03758969818624431,2.0,1.0,1.0,1.0,Third,child,False,0.0,Cherbourg,yes,False
0.0,0.0,0.014151057562208046,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.016908073949327897,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.054164392738106665,1.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,False
1.0,1.0,0.026919605597338588,0.0,1.0,1.0,1.0,Second,woman,False,0.0,Cherbourg,yes,True
0.0,1.0,0.019201521209409884,0.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,no,True
0.0,0.0,0.02821271947802312,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
0.0,0.0,0.04098927018018883,1.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,False
0.0,0.0,0.01375248570645593,1.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,False
0.0,0.0,0.01467962396053163,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.02398360273043192,0.0,0.0,1.0,0.0,Third,child,False,0.0,Southampton,yes,False
0.0,0.0,0.09154270340242172,0.0,0.0,0.0,0.0,Third,child,False,0.0,Southampton,no,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,Second,man,True,0.0,Southampton,no,True
0.0,0.0,0.01571255356907239,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,1.0,0.01871355370726478,0.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,yes,True
1.0,0.0,0.02821271947802312,1.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,yes,False
0.0,1.0,0.049707687947515,0.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,no,False
1.0,1.0,0.02821271947802312,1.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,False
0.0,0.0,0.057970539254838485,0.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,no,True
0.0,0.0,0.01571255356907239,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,0.0,0.031034733136428686,1.0,0.0,0.0,0.0,Third,child,False,0.0,Southampton,yes,False
0.0,0.0,0.03897240290032268,1.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,False
0.0,0.0,0.014151057562208046,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.05953203526170282,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
0.0,0.0,0.02821271947802312,0.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,no,True
0.0,0.0,0.01571255356907239,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.028220722145058302,0.0,1.0,0.0,1.0,Third,man,True,0.0,Cherbourg,no,True
1.0,1.0,0.02821271947802312,1.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,False
0.0,0.0,0.029473237129564355,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,1.0,0.02821271947802312,1.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,no,False
0.0,0.0,0.015216388212891245,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.016908073949327897,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,1.0,0.015126992566498262,0.0,2.0,1.0,2.0,Third,woman,False,0.0,Queenstown,no,True
0.0,1.0,0.014891206669461749,0.0,2.0,1.0,2.0,Third,woman,False,0.0,Queenstown,no,True
0.0,1.0,0.01871355370726478,0.0,0.0,1.0,0.0,Third,woman,False,0.0,Southampton,no,True
1.0,1.0,0.02821271947802312,0.0,0.0,1.0,0.0,First,woman,False,0.0,Southampton,yes,True
0.0,0.0,0.02821271947802312,1.0,1.0,0.0,1.0,First,man,True,0.0,Cherbourg,no,False
1.0,1.0,0.050748620223090936,0.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,False
1.0,0.0,0.05182214872781017,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,yes,True
0.0,0.0,0.043965871943273976,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,0.0,0.02821271947802312,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,yes,True
1.0,0.0,0.015126992566498262,0.0,2.0,0.0,2.0,Third,man,True,0.0,Queenstown,yes,True
0.0,0.0,0.01571255356907239,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
1.0,0.0,0.05130978285055781,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,yes,True
1.0,1.0,0.02821271947802312,1.0,1.0,1.0,1.0,First,woman,False,0.0,Cherbourg,yes,False
0.0,0.0,0.014630827210317117,0.0,0.0,0.0,0.0,Third,man,True,0.0,Southampton,no,True
0.0,0.0,0.06640417918791278,0.0,0.0,0.0,0.0,First,man,True,0.0,Southampton,no,True
1.0,1.0,0.020494635090094415,0.0,0.0,1.0,0.0,Second,woman,False,0.0,Southampton,yes,True
